Berkarya_Info,umam_chaerul
podoradong,cangkeureuheun
aniesbaswedan,kastamro
KemenkesRI,mvhhasan
KemenkesRI,mvhhasan
KemenkesRI,mvhhasan
Mr_703n4_______,DDRezhaa
demoSoCRAZY,DDRezhaa
aniesbaswedan,DDRezhaa
aniesbaswedan,batharacandra
aniesbaswedan,GajahNata
sosmedbw,GajahNata
dirgarambe,davidhutauruk
aniesbaswedan,bangagoengJuga
podoradong,denyariefendi
SalmaBrecht,CiwamP
podoradong,MuslihatO
cnbcindonesia,garethlarosa
bos_sir,kandargalang
KemenkesRI,LindaYunitta
ridwankamil,rianichay
tempodotco,ArisGooners
tijabar,WiberMelayu6
aniesbaswedan,WiberMelayu6
mas__piyuuu,IbrahimGarcia19
Kanseulir,IbrahimGarcia19
dirgarambe,IbrahimGarcia19
ANDINI_MAHARAN1,IbrahimGarcia19
Berkarya_Info,IbrahimGarcia19
podoradong,IbrahimGarcia19
aniesbaswedan,TitienAndi
gojek24jam,Jalur5Info
DamriIndonesia,Jalur5Info
PT_Transjakarta,Jalur5Info
kompasiana,kompascom
kumparan,sarifamaisara
ustadtengkuzul,mama65rocket
kumparan,GoesPoer313
oliviaherlinda,GoesPoer313
demokrasicoid,Alvin_BKT
podoradong,Alvin_BKT
aniesbaswedan,bekeraza
ridwankamil,ayungp2
Lady_Zeebo,poncokarso
ridwankamil,milkykookiss
ridwankamil,milkykookiss
ridwankamil,milkykookiss
CNNIndonesia,billy_rania
dpanjul25,AdeKapalEmas
podoradong,tea_boyo
dirgarambe,anaswongkamfung
K1ngPurw4,anaswongkamfung
Jhonkosmik,anaswongkamfung
podoradong,anaswongkamfung
tempodotco,JD80Batavia94
aniesbaswedan,JD80Batavia94
VIVAcoid,JD80Batavia94
republikaonline,JD80Batavia94
liputan6dotcom,JD80Batavia94
Bisniscom,JD80Batavia94
tijabar,JD80Batavia94
aniesbaswedan,AchmadShonnyArc
tijabar,ahayuningtyas
aniesbaswedan,Toperendusara1
CNNIndonesia,mingulali
CNNIndonesia,5Maureen5
CNNIndonesia,fourthtill
Lady_Zeebo,Indomas66
BawelNeverDies,Indramajid8
podoradong,Indramajid8
cnbcindonesia,rendyafriandi
AboutTNG,heyrara911
aniesbaswedan,bayu_maz
tempodotco,buyunghestu
Berkarya_Info,rickythong1
Lady_Zeebo,andrihasmansyah
pemkabbantul,bmserbu
hariswijaya1975,hariswijaya1975
hariswijaya1975,hariswijaya1975
hariswijaya1975,hariswijaya1975
hariswijaya1975,hariswijaya1975
hariswijaya1975,hariswijaya1975
aniesbaswedan,JOKOAS
aniesbaswedan,NKRIndonesia79
TirtoID,Juliawid
sosmedbw,bambangsoetono
setkabgoid,bambangsoetono
tijabar,bambangsoetono
dirgarambe,bambangsoetono
BuruhSiluman,bambangsoetono
Kanseulir,yatch_as
K1ngPurw4,yatch_as
aniesbaswedan,SaveMoslem1
aniesbaswedan,PriyadiDeyi
dirgarambe,vivi3284
K1ngPurw4,YakinNurul2
podoradong,YakinNurul2
JoemadieH,YakinNurul2
Berkarya_Info,SIR_Pribadi
ridwankamil,chiqui_a
yuditadtyaa,chiqui_a
demoSoCRAZY,waruga_
tijabar,waruga_
Jhonkosmik,waruga_
tijabar,waruga_
aniesbaswedan,oshabbb
podoradong,Berkahmang
isishaki,Astrdtra
Teh__L,lyriahaha
podoradong,Faylasalle2
ustadtengkuzul,Faylasalle2
AssaMaulana,Faylasalle2
umaralims,Faylasalle2
BeautyQueen09__,MissOposisi
BeautyQueen09__,MissOposisi
podoradong,sudjatmiko_seto
tangerangnews,PanggihAjP
Lady_Zeebo,HeriSiswadi
SalmaBrecht,Thoha71509040
BBCIndonesia,cleffabin
vctrkmng,DeviAnggrainiL
AboutTNG,allunamaharani
anjarisme,ifanucuyyy
podoradong,dhelisme
dirgarambe,laodealfitrah
SalmaBrecht,laodealfitrah
Alazis_naufal,sikecilmarmut
DRespati2,sikecilmarmut
Dodo_RkytBiasa,sikecilmarmut
OmBrewoks3,sikecilmarmut
podoradong,sikecilmarmut
GunturIsmail15,sikecilmarmut
yosuaandree,malesmandicom
lekopr,didepancangkir
podoradong,fik_okeh
dirgarambe,KavindraOemar
podoradong,KavindraOemar
CNNIndonesia,Garrsett
UtuhWibowo,CamrySlamet
K1ngPurw4,CamrySlamet
KanjengMammie,Rizkikitri_
PTJASAMARGA,NapiPKS
CNNIndonesia,bayikmaung
TheCoboyRiders_,serasan_sekate
Lady_Zeebo,harsono_afen_
Lady_Zeebo,ahmadjogja
firmanyursak,Upik1610
dirgarambe,Upik1610
tribunnews,Upik1610
ndyArthrunZarra,SyairRevolusi
podoradong,SyairRevolusi
lekopr,marifisnaini
podoradong,fryahya
Lady_Zeebo,Arfna1995
AboutTNG,gusduriantng
podoradong,zahidashl
lekopr,kokokdirgantoro
podoradong,_decepticon007
kompascom,GagakNew
kompascom,GagakNew
p_politik,GagakNew
kompascom,GagakNew
p_politik,GagakNew
CNNIndonesia,huxbby
CommuterLine,rayytw
Lady_Zeebo,JojoBinjai
dirgarambe,uyaboira
SalmaBrecht,vian_eh
K1ngPurw4,Arifin2Zainal
ustadtengkuzul,Arifin2Zainal
K1ngPurw4,datukpancilok
podoradong,mayafarrell21
ridwankamil,alehts24
vctrkmng,putrimarsellina
PanggilAku_Sanz,putrimarsellina
sahijabcom,VIVAcoid
vivanewscom,VIVAcoid
vivanewscom,VIVAcoid
sahijabcom,VIVAcoid
vivanewscom,VIVAcoid
vivanewscom,VIVAcoid
sahijabcom,VIVAcoid
VIVAlife_,VIVAcoid
novanjou,DennyAbdillah
podoradong,riaanggggg
Bisniscom,AndyTantono
cnbcindonesia,AndyTantono
podoradong,Anaksemut4
K1ngPurw4,Anaksemut4
BuruhSiluman,teretero
DTanjung15,Yayuksetyo1
ArmSalim,ahmad_deza
baby_alien28,Penol86
respatitapser,Penol86
dirgarambe,GentOfMiracles
ridwankamil,darjamilahS
oliviaherlinda,skogarmaors
detikcom,MZubir_ID
PTJASAMARGA,MZubir_ID
priskavanny,hericz
kompascom,masnews2020
Afath1945,TopToross
ridwankamil,TopToross
marlina_idha,TopToross
yosuaandree,cindytampu
KanjengMammie,bambank_ipul
harits28,Fajartriantoro
kompascom,dickylicious04
0O1972419,Prawitadisastra
podoradong,Sat_Pinayungan
kompascom,Abhimjoky
geloraco,KBurger79
K1ngPurw4,KBurger79
fahiraidris,KBurger79
Lady_Zeebo,Ceha_Anwar
liputan6dotcom,repoeblikan
ridwankamil,papershit_
K1ngPurw4,muhfachmi13
podoradong,muhfachmi13
firmanyursak,muhfachmi13
AnnisaPohan,muhfachmi13
K1ngPurw4,Roskafe1
tijabar,Ngehi_Lawu
liputan6dotcom,Aljechrie
detikcom,Aljechrie
KompasTV,miraatama
Kanseulir,adeadag1
K1ngPurw4,adeadag1
Apriil68,WajahPribumi___
ridwankamil,secuilkeju
podoradong,ranger_white28
ustadtengkuzul,RizalVictor3
podoradong,RizalVictor3
republikaonline,RizalVictor3
AboutTNG,Siamiiiiih_
ridwankamil,baay6690
podoradong,gendro_kesesi
Kanseulir,gendro_kesesi
rmolbantencom,gendro_kesesi
K1ngPurw4,Novirana1
Ndon_isBack,Novirana1
ainunnajib,Novirana1
anjarisme,Novirana1
_bayangan_semar,Novirana1
Reiza_Patters,Novirana1
K1ngPurw4,Farida_2putri
DTanjung15,RudyPRONKRI
Lady_Zeebo,RudyPRONKRI
intersport_id,intersport_id
intersport_id,intersport_id
Lady_Zeebo,pihanja
sosmedbw,paijodirajo
K1ngPurw4,Indra98800969
ndyArthrunZarra,zwirasakti
UtuhWibowo,Dewiseratus
Toperendusara1,CakMan70489610
K1ngPurw4,CakMan70489610
UtuhWibowo,CakMan70489610
Lady_Zeebo,areksosmed
K1ngPurw4,bobmart17169166
vctrkmng,ameliasepta
podoradong,Muslim_AntiPKI
DRespati2,595Tong
detikcom,nabilaalaalaa
Dapidtello,HKBP_GL
TirtoID,ayzleeeee
podoradong,toranaga3000
FEBRIANA_2506,toranaga3000
vivanewscom,toranaga3000
Barnusantara,toranaga3000
dannywiradharma,oldiestBG
jayakabajay,indahpeell
Lady_Zeebo,OposisiT
adji2912,antosetiawan74
DRespati2,khamila_20
liputan6dotcom,bindunada
ustadtengkuzul,Dukun081
tijabar,Dukun081
Lady_Zeebo,GOODFATHER_71
BungRetweet,MarbunSulaiman
anjarisme,anjarisme
ridwankamil,anjarisme
piiluss,anjarisme
anjarisme,anjarisme
anjarisme,anjarisme
podoradong,ronidepari88
podoradong,Echa66Echa
DRespati2,Bagas36406270
Jhonkosmik,Bagas36406270
ustadtengkuzul,Bagas36406270
kompascom,blackpink828
pikiran_rakyat,blackpink828
Metro_TV,blackpink828
liputan6dotcom,blackpink828
CNNIndonesia,blackpink828
ridwankamil,blackpink828
kompascom,blackpink828
DTanjung15,AlvinoLulu
tijabar,kakapampam
ridwankamil,RifckyAL
CNNIndonesia,RifckyAL
TheCoboyRiders_,Onta_buluk
TheCoboyRiders_,indonesiaraya79
setkabgoid,stephanusmco
kompascom,yohandavin
jpnncom,JP_RadarBali
Genpi_Co,JP_RadarBali
jpnncom,JP_RadarBali
K1ngPurw4,jokosantoso099
kompascom,kiasleo
ozie88625283,aldipu
dirgarambe,aldipu
AchmadAnnama,DevinRmd
podoradong,DevinRmd
AnnisaPohan,Elmirakid
setkabgoid,rindygo
ridwankamil,rindygo
K1ngPurw4,Kumis20191
OmBrewoks3,Kumis20191
podoradong,Kumis20191
anjarisme,YennyJuveTinna1
dirgarambe,soem_art
Lady_Zeebo,yudi732002
RiuUtomoRizki,yudi732002
AboutTNG,Arrawksky
Lady_Zeebo,hans_rifky
K1ngPurw4,Gunawan44250492
podoradong,Gunawan44250492
BungRetweet,Gunawan44250492
dirgarambe,Dian_Supolo
tijabar,nilotica2
podoradong,iroe_bani
UtuhWibowo,bantoro29_
K1ngPurw4,bantoro29_
podoradong,bantoro29_
umaralims,bantoro29_
beritaKBR,beritaKBR
beritaKBR,beritaKBR
beritaKBR,beritaKBR
detikcom,ameliaaristiaw
Jhonkosmik,Rozi_Handri
K1ngPurw4,Rozi_Handri
tijabar,Rozi_Handri
UtuhWibowo,Rozi_Handri
podoradong,Rozi_Handri
isishaki,adeemulya
Reiza_Patters,BangRijal_D3
mas__piyuuu,tijabar
tempodotco,tijabar
tijabar,ShendiRosyian
dirgarambe,Pseudo_silk
tempodotco,JhondoexlxG
BungRetweet,JhondoexlxG
detikcom,SydSalesman
yusrinaardyaga1,SydSalesman
kumparan,SydSalesman
kompascom,SydSalesman
K1ngPurw4,EdiZesta692
kompascom,IDNow_Era
pemkabbantul,ichsanmalik
podoradong,sardiridwan78
isishaki,otwbulkyenero
ibnupurna,sersanqomar
detikcom,butiran
Jhonkosmik,CepoexR
LokadataID,Bejo_Subejo
podoradong,sniperalhambra1
isishaki,champagneojan
DRespati2,BangPitung_AJW
_bayangan_semar,BangPitung_AJW
Lady_Zeebo,irahakbauw
podoradong,mdr81_hadidjaya
Mr_703n4_______,mdr81_hadidjaya
jolie_mitra,bakpaumono
ridwankamil,cholis_mahdi
ridwankamil,cholis_mahdi
AboutTNG,hutamiwidya
kompascom,dreamyymaerd
vctrkmng,alberthin_lucas
dirgarambe,Alifaem
HukumDan,ddarkchoco
podoradong,NKRI_Nomor_1
BungRetweet,NKRI_Nomor_1
TirtoID,triardn
K1ngPurw4,KenKudaibergen
Lady_Zeebo,menantuibumumas
K1ngPurw4,makbari99
CNNIndonesia,kerupvk
geloraco,jeff_ikhlas
mas__piyuuu,jeff_ikhlas
AboutTNG,cacashasya
Metro_TV,faizsiugal2
BungRetweet,JacksQuevara
K1ngPurw4,dedeqQutie
Lady_Zeebo,SangKelana_70
rmolbantencom,MDarukudni
ridwankamil,bbysprs
Lady_Zeebo,thisisnothanahh
SalmaBrecht,asnug_id
Berkarya_Info,Maswiro3
podoradong,MPribumi
K1ngPurw4,fd_SatuLagi
tangerangnews,kupeng_
K1ngPurw4,joe_bon_two
podoradong,pejuangreceeeh
kotabekasikeren,adeirmaww
vctrkmng,pangpangkeju
SirianaGde,azmisuryaadi
DivHumas_Polri,panjianom102
K1ngPurw4,KakMaruf
urbancikarang,Sunda_Bekasi33
kumparan,Yipieyayyy
sosmedbw,masovics
karyawantree,karyawantree
CNNIndonesia,reno_2
podoradong,reno_2
podoradong,IyanSof56400989
K1ngPurw4,ida_bukan
podoradong,bersuara_rakyat
tijabar,bersuara_rakyat
podoradong,IkrimaSBG
K1ngPurw4,IkrimaSBG
SalmaBrecht,hanjenif
podoradong,AdhitAmijaya
podoradong,HmsKetum
K1ngPurw4,HmsKetum
podoradong,BuditTriyono
RickyKardjono,3mtr1
mochamadarip,3mtr1
podoradong,yahbangmrx
K1ngPurw4,Nofrindra
K1ngPurw4,de_folder
tijabar,PolitikusBadut
demoSoCRAZY,PolitikusBadut
K1ngPurw4,hadid_hadidpdg
K1ngPurw4,JangRantau
hermantoregar,ballambinlove
kompascom,ballambinlove
kumparan,ballambinlove
K1ngPurw4,BlackYudhistira
vctrkmng,windysugito
AboutTNG,nabilaahnn
kumparan,eiskurime
UtuhWibowo,palbapang1
K1ngPurw4,sukasuke2791
tempodotco,Dewie34292319
dirgarambe,Dewie34292319
ainunnajib,dailyy1999
CNNIndonesia,sherllyfl
xline_id,Veenone
podoradong,Veenone
rafikeey,syaikaoo
Lady_Zeebo,arsensjuventini
SalmaBrecht,arsensjuventini
ridwankamil,arsensjuventini
detikcom,siskafo
CNNIndonesia,permadisiwi
Penol86,SOERYAWAD1
BNPB_Indonesia,iwan_r19
ridwankamil,ismierahayu
CommuterLine,ismierahayu
CNNIndonesia,kinnannn
kompascom,nafiya_ayu
kompascom,nafiya_ayu
podoradong,hedisbangkok
AboutTNG,ghynursha
mediocrickey,pacarmamas
ridwankamil,herfian_wd
TirtoID,MetridaVidiarsi
Clarra_Catz,Chewy_Allie
dirgarambe,Fkrsss
CNNIndonesia,nvknovika
vctrkmng,IM_ENCE
UtuhWibowo,IpungLombok
Berkarya_Info,hennysuhaeni21
tijabar,hennysuhaeni21
kotabekasikeren,ssarahnahla
Mr_703n4_______,IdaAyuDewiBulan
kompascom,_Pi2nG
dpanjul25,pupuik_sarunai
Sir_Edwin,JambiCintaDamai
AboutTNG,rzmdf
AboutTNG,utyrusty
CNNIndonesia,Doyok999
podoradong,GatotMarz14
ustadtengkuzul,GatotMarz14
AchmadAnnama,GatotMarz14
Gxxod13,MeIIifluousx
KompasTV,davenirvana
AboutTNG,ikaikraami
yosuaandree,anakcerdaz
podoradong,HeartOds
AboutTNG,dandiferdian_
anjarisme,FansRossoneri
BuruhSiluman,rifRahman_
kompascom,rifRahman_
CebiLAKNAT_,rakjat4
demoSoCRAZY,rakjat4
CNNIndonesia,UmmaMuda
ridwankamil,martinapriyanti
AboutTNG,astarinthegloom
isishaki,indriiioo
podoradong,black13side
CNNIndonesia,black13side
AboutTNG,nitaaprlnti
anjarisme,nitaaprlnti
AboutTNG,deelestari
kompascom,roositadam_
Berkarya_Info,salehug
AchmadAnnama,salehug
AboutTNG,gheadithahm
AboutTNG,esframdhani
podoradong,babe_Ahmad
bos_sir,babe_Ahmad
tijabar,babe_Ahmad
tijabar,babe_Ahmad
ridwankamil,rosen_ocen
ndorokakung,rafiinaufaal
podoradong,AditiyaP25269
ridwankamil,natalia2412
kompascom,natalia2412
podoradong,CintrongAgama
ainunnajib,Vwi_Vwi
isishaki,trendingtopiq
detikcom,TitoJalu
dirgarambe,_eatiana_
CNNIndonesia,ririnkm_
CNNIndonesia,ririnkm_
ANDINI_MAHARAN1,dipa_ahad
vctrkmng,eriksonnnnn
pemkabbantul,unnavailablle
vctrkmng,dhyrabernancy
rafikeey,zianwalidah
CNNIndonesia,erfinsyam
dirgarambe,JokoFighter01
mad_toke,Gregorius841
podoradong,Rezamorset1
CNNIndonesia,xojungkim
Clarra_Catz,Kelana_M5
anjarisme,Dyahayuocta
CNNIndonesia,c4hbanten
CNNIndonesia,ariyandhini07
rafikeey,nrnyama
CNNIndonesia,chemyholic
TirtoID,deapratiwiii
CNNIndonesia,sixleven
HukumDan,doremi_mitsuo
TirtoID,sharfan024
vctrkmng,agasandra
podoradong,anamjb82
ustadtengkuzul,suryadarma471
anjarisme,Sarah_Pndj
tempodotco,Sarah_Pndj
kumparan,adeliaaast
AboutTNG,Octaviantary_
AboutTNG,Octaviantary_
CNNIndonesia,rudis_error
vctrkmng,putllpy
AboutTNG,GitaRCahya
AboutTNG,Disco2000an
hannarayliza,didienAZHAR
tijabar,didienAZHAR
TirtoID,didienAZHAR
detikcom,Indahrss
detikcom,Indahrss
eko_kuntadhi,yus81
TKoncek,KosmetikDinda
aniesbaswedan,hhanifahnurr
ridwankamil,hynanaremy
ridwankamil,hynanaremy
Berkarya_Info,Budi1409Bs
ridwankamil,rully2020PhD
detikcom,ganysaaa
ridwankamil,prayurisna
ridwankamil,yulinarulfa
TirtoID,yulinarulfa
CNNIndonesia,helosusi
CommuterLine,helosusi
BBCIndonesia,helosusi
CNNIndonesia,helosusi
AboutTNG,humanerrowrr
SalmaBrecht,jjsengui
kompascom,FitraHasanudin_
podoradong,DoniCeper
liputan6dotcom,ayuoctv
Barnusantara,Theworo1
demoSoCRAZY,Theworo1
hnurwahid,Theworo1
K1ngPurw4,JamalHabsy
ridwankamil,natashahana
dirgarambe,Bayu_99091
dirgarambe,hepiprayudiawan
ANDINI_MAHARAN1,bralinks74
podoradong,NurwendaDeden
AntoJagad3,bepejeel
podoradong,luthV5
zonabogorupdate,viola_amelia
zonabogorupdate,viola_amelia
KATADATAcoid,aulia7
tribunnews,SindirPolitik
KATADATAcoid,SindirPolitik
hermantoregar,RachlanNashidik
kompascom,RachlanNashidik
podoradong,encirut
podoradong,Alifkhalid3
SalmaBrecht,Pancasila_2020
flower_myth,Kang_Likhin
dirgarambe,boy_harth
podoradong,4smara1701
tijabar,luviku
tijabar,arena51
SudionoTambun,arena51
tijabar,ices_tea
UtuhWibowo,ices_tea
ridwankamil,antisepticgel
podoradong,ziqraalridho
urbancikarang,madsomniac
AboutTNG,AganSam
ustadtengkuzul,AprionoAka
podoradong,AprionoAka
CNNIndonesia,zakiafair
demoSoCRAZY,kiswanto_sp
AboutTNG,wirandagalang
CNNIndonesia,wirandagalang
kompascom,wirandagalang
dirgarambe,Sapto0918
kotabekasikeren,widyibrahim
LokadataID,Mosthafavi
podoradong,houschen
DRespati2,houschen
pemkabbantul,s_irmantari
SalmaBrecht,sitepusalim
yusrinaardyaga1,p4pi11on
Gxxod13,girlwithlop
aniesbaswedan,JRindayant
cikitarouw,srifaauziah
SalmaBrecht,soffel84103944
Lady_Zeebo,MonoKaritas
eko_kuntadhi,21_bima_21
tempodotco,ZAEffendy
tempodotco,ZAEffendy
TirtoID,sthalimahlukman
AboutTNG,lisdnov
CNNIndonesia,lisdnov
kompascom,ssatrianugraha
pikiran_rakyat,ssatrianugraha
tribunnews,ssatrianugraha
pikiran_rakyat,ssatrianugraha
NgegasTapi,MumuyZG
AntoJagad3,SaatTobat
ayungp2,SaatTobat
AboutTNG,Hamdanshulthoon
tijabar,not_toninot
CNNIndonesia,rifzull
CNNIndonesia,rifzull
CNNIndonesia,rifzull
Lady_Zeebo,ed_parmadi
TirtoID,LamriaMS
liputan6dotcom,99Negrilucu
pemkabbantul,TRANEX_BM
CNNIndonesia,vibeom
setkabgoid,vibeom
dirgarambe,lisdaulay28
AboutTNG,cludyacitra
tijabar,kudatrojan
ridwankamil,caesasaryudhi
podoradong,sulkhannoor
okezonenews,AfrizaMunaf
dirgarambe,AfrizaMunaf
KATADATAcoid,AfrizaMunaf
RockersPantura,agussprasetio
Jhonkosmik,jaakaajeeka
IpungLombok,jaakaajeeka
Mr_703n4_______,jaakaajeeka
DRespati2,jaakaajeeka
